순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
14,캡틴 마블,2019-03-06,"51,507,488,723",1.4%,"51,507,488,723","5,802,810","5,802,810","2,100","186,382",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF","애너 보든,라이언 플렉","브리 라슨,사무엘 L. 잭슨,벤 멘델슨,주드 로"
15,쥬라기 월드: 폴른 킹덤,2018-06-06,"49,770,711,037",1.3%,"49,770,711,037","5,661,128","5,661,128","1,972","144,779",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",후안 안토니오 바요나,"크리스 프랫,브라이스 달라스 하워드,제프 골드블럼,저스티스 스미스,토비 존스,B.D. 웡,테드 레빈,제임스 크롬웰,라프 스팰,제랄딘 채플린,마이클 파파존,카밀 레미에쉐브스키,다니엘라 피네다,로버트 엠스"
16,앤트맨과 와스프,2018-07-04,"47,468,053,685",1.3%,"47,468,053,685","5,448,134","5,448,134","1,775","148,244",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",페이튼 리드,"폴 러드,에반젤린 릴리,마이클 더글라스,미셀 파이퍼,로렌스 피쉬번,해나 존-케이먼,마이클 페나,월튼 고긴스"
17,안시성,2018-09-19,"46,342,006,026",1.2%,"46,342,006,026","5,441,020","5,441,020","1,540","110,444",한국,한국,"(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"사극,액션",김광식,"이태진,조인성,신현숙,남주혁,박성웅,김경희,차영주,배성우,엄태구,설현,박병은,오대환,성동일,정은채,유오성,김미지,여윤호,박인수,이승일,이현,이경재,이낙준,이동민,이상혁,이상호,이성욱,이세민,이승석,배유리,이승환,배준수,이원재,이은희,이은희,이인규,이정민,김종호,이준우,이진용,이태진,이호준,임동영,임상현,김현우,김현창,나대한,오진석,유병주,윤정열,문창준,박경관,임용순,박세준,정미경,정지훈,김한솔,정태영,조석현,조형래,조혜인,조혜인,김욱,김대현,김동민,김동진,김명준,김민혁,최희열,한명환,한아름,한정환,김이현,김원중,김세홍,강희중,주석태,손영순,장광,옥자연,여이레,정인겸,신유람,박태산,정태야,황재필,이람,정현국,오일용,이정선,이민혁,문창완,장이준"
18,블랙 팬서,2018-02-14,"45,885,729,957",1.2%,"45,885,729,957","5,399,327","5,399,327","1,620","119,180",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,드라마,SF",라이언 쿠글러,"채드윅 보스만,마이클 B. 조던,루피타 뇽오,다네이 거라이라,마틴 프리먼,안젤라 바셋,포레스트 휘테커,앤디 서키스,레티티아 라이트,다니엘 칼루야,윈스턴 듀크"
19,완벽한 타인,2018-10-31,"44,356,976,474",1.2%,"44,356,976,474","5,294,154","5,294,154","1,325","143,075",한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환"
20,1987,2017-12-27,"42,915,772,108",1.2%,"58,169,776,145","5,290,310","7,232,387","1,122","110,607",한국,한국,(주)우정필름,(주)씨제이이엔엠,15세이상관람가,드라마,장준환,"안대겸,김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준,박지환,박명신,김푸름,이화룡,이창훈,이신성,김수진,박경혜,김국희,황정민,한준우,정승길,현봉식,강신철,한성천,나철,김승훈,정인기,양조아,최교식,이장유,김경덕,최현종,정순원,이하영,유정호,곽진석,박혁민,염석무,이범규,조윤담"
21,조커,2019-10-02,"45,381,075,450",1.2%,"45,381,075,450","5,247,874","5,247,874","1,418","147,380",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,드라마,스릴러",토드 필립스,"호아킨 피닉스,재지 비츠,로버트 드 니로,프란시스 콘로이,브렛 컬렌"
22,독전,2018-05-22,"43,486,831,113",1.2%,"43,486,831,113","5,063,844","5,063,844","1,532","140,008",한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
23,아쿠아맨,2018-12-19,"44,113,636,704",1.2%,"44,113,636,704","5,038,154","5,038,154","1,285","105,005",미국,"미국,호주",,워너브러더스 코리아(주),12세이상관람가,액션,제임스 완,"제이슨 모모아,앰버 허드,니콜 키드먼,패트릭 윌슨,윌렘 데포,돌프 룬드그렌"
24,공작,2018-08-08,"42,795,690,816",1.1%,"42,795,690,816","4,975,517","4,975,517","1,317","99,122",한국,한국,"(주)영화사 월광,(주)사나이픽처스",(주)씨제이이엔엠,12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수,최병모,손성찬,홍기준,정소리,김규백,김규남,최정인,박경찬,곽자형,강덕중,류성현,감승민,김현,윤재인,권범택,설창희,김인우,양지수,곽진석,박혁민,염석무,엄지만,정종우,김도율,권유진,김종태,박진수,박혜영"
25,봉오동 전투,2019-08-07,"40,588,648,538",1.1%,"40,588,648,538","4,787,538","4,787,538","1,476","107,030",한국,한국,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,액션,드라마",원신연,"유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키,박지환,최유화,성유빈,이재인,다이고 코타로,고민시,지웅배,양현민,김기태,김규백,강민재,박도하,동윤석,곽진석,김대건,박시윤,권혁성,박영복,김경로,김경준,김경희,김관수,박재형,박준성,박지열,손우진,김동규,박훈,박희순,배성민,김두현,백경록,백승환,안성진,유경훈,김병국,어주선,오상무,오상윤,오승호,오진석,윤병희,김세한,윤선용,김현민,이정민,최민식,장세용,김현철,허인구,허인범,이준우,장의돈,김재현,홍범기,홍상표,장현석,전동현,전두식,홍진기,홍희자,윤종구,이수호,강내균,정미남,김연,강신구,강신형,이경욱,강준석,이관훈,이광기,고한민,고한수,지성은,곽예준,권성영,이대광,김길중,이도용,김리승,이연빈,김학충,이한종,김승완,김용석,임세운,임정환,이예지,임동욱,조셉,조영동,노재훈,조원빈,김철윤,주광현,남동명,김태형,원일,문동식,원진,위민국,김태준,유명훈,노시홍,지명근,정광희,진근호,정동근,민상우,정윤철,신한울,윤서진,채장열,이인규,정재우,박범석,이권식,심소영,김유진,이민혁,박승준,박야성,최유화,이웅빈,손민호,양정두,장인수,여윤호,최홍락,염석무,전영인,최희열,전중용,오문강,서정식,오재윤,장나라,장래군,원풍연,장병수,오현근,백종승,백효성,한국인,한도진,황태인,한태양,홍민수,곽진석,장이준"
26,라이온 킹,2019-07-17,"41,519,457,430",1.1%,"41,519,457,430","4,743,264","4,743,264","1,936","126,496",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"어드벤처,드라마,가족",존 파브로,"도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건"
27,나쁜 녀석들: 더 무비,2019-09-11,"39,560,195,124",1.1%,"39,560,195,124","4,573,902","4,573,902","1,511","113,938",한국,한국,"(주)씨제이이엔엠,(주)영화사비단길",(주)씨제이이엔엠,15세이상관람가,"범죄,액션",손용호,"황두하,마동석,김상중,김아중,장기용,강예원,민태율,박형수,김혜윤,손성찬,박상욱,정종열,김경덕,서문호,백종민,임용순,안성봉,배은우,김인우,박태산,지승현,추연규,최원,이순혁,박효준,이재윤,박원상,조영진,한정현,전익령,김형묵,윤병희,강영묵,조동혁,공정환,석영오,문경민,손진환,김희창,박광재,최현욱,김원진,이수정,장준녕,김재록,설지윤,배성민,김창옥,이승창,김원중,박서진,강승호,김지웅,서영민,원근수,문재원,정광희,서문호,배현경,홍도성,지남혁,한상철,장의돈,이진혁,박병선,봉신주,박근영,이지운,김산성,박민한,김대경,고봉구,김효영,한명철,신현승,유병선,오재윤,김문학,양한석,이수민,나호원,정무성,박태산,이왕수,최재원,유인선,김미지,조혜빈,최서현,윤수하,최지희,최효상,김윤홍,김지한,임용순,김강일,박용,손성찬,방재호,김춘기,김시온,장한승,전민준,안성봉,신유람,윤토왕,정윤철,임정민,박금철,김왕용,서정우,홍범기,권지훈,양해길,박광설,이형길,주원,배준모,김정봉,이성빈,이재학,여경준,강범석,최민석,박성우,임시우,한명환,손현민,김지훈,박현준,고건호,박국진,김여름,김창희,남상기,노현석,나예성,신용호,신현빈,윤지용,이건희,이원찬,이종현,장석권,정상호,정지성,한지훈,조태호,김혜성,진시원,임세운,박숙명,김시혜,김주연,정은정,김상욱,유재상,송원수,김선동,이한성,곽정길,김명희,김유진,홍희자,박복만,심철민,옥주리"
28,베놈,2018-10-03,"34,100,211,207",0.9%,"34,100,211,207","3,888,096","3,888,096","1,308","116,149",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,SF,스릴러",루벤 플레셔,"톰 하디,미쉘 윌리엄스,리즈 아메드,제니 슬레이트"
29,암수살인,2018-10-03,"32,998,321,048",0.9%,"32,998,321,048","3,789,553","3,789,553","1,177","126,128",한국,한국,"(주)필름295,(주)블러썸픽쳐스",(주)쇼박스,15세이상관람가,"범죄,드라마",김태균,"김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선,이봉련,정기섭,이유준,원현준,김미경,김미화,정종준,황재열"
30,데드풀 2,2018-05-16,"34,185,664,639",0.9%,"34,185,664,639","3,784,602","3,784,602","1,576","113,288",미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디,SF",데이빗 레이치,"라이언 레이놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
31,국가부도의 날,2018-11-28,"30,893,315,837",0.8%,"30,893,315,837","3,755,233","3,755,233","1,180","101,077",한국,한국,영화사 집,(주)씨제이이엔엠,12세이상관람가,드라마,최국희,"김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,염혜란,최준영,조한철,한창현,엄효섭,장성범,동하,박진주,이양희,손성찬,전배수,백도겸,박경찬,정종열,양말복,한이진,김민상"
32,82년생 김지영,2019-10-23,"30,298,542,310",0.8%,"30,298,542,310","3,678,156","3,678,156","1,486","145,441",한국,한국,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,김도영,"이시영,정유미,공유,김미경,공민정,박성연,이봉련,김성철,이얼,전국향,박세현,김미경,손성찬,강애심,김정영,예수정,염혜란,김해나,어성욱,권귀빈,류아영,김하연,강별,기소유,이나윤,유준후,김용준,이지혜,우지현,이성욱,김지수,윤서진,김미지,이재인,이주원,원춘규,김해나,정준,김금순,윤사봉,정형석,손규원,신태양,최희진,박수진,김국희,정선아,김선미,이음,이승용,조백한,오해주,오일영,우도임,구재연,정태성,허태경,권지수,백효성,김철진,김규도,김영표,김성태,김지우,송윤,이해운,최수빈,김남진,김선혜,주인영,조예린,고재원,천문정,정선아,김정원,예수정,염혜란"
33,분노의 질주: 홉스&쇼,2019-08-14,"32,241,767,793",0.9%,"32,241,767,793","3,657,536","3,657,536","1,311","94,896",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,데이빗 레이치,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비"
34,코코,2018-01-11,"27,685,479,440",0.7%,"27,723,289,440","3,510,017","3,513,114","1,177","85,926",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
35,그것만이 내 세상,2018-01-17,"27,453,485,382",0.7%,"27,456,797,382","3,419,758","3,420,172",956,"95,436",한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진,박지연,정윤하,오혜원,류제승,권귀빈,백현진,유정호,김서원,김병춘,김현정,김상욱"
36,토이 스토리 4,2019-06-20,"28,758,452,040",0.8%,"28,758,452,040","3,400,034","3,400,034","1,336","85,875",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭,매들린 맥그로"
